2016-11-22 19:24:45 INFO  ContextLoader:285 - Root WebApplicationContext: initialization started
2016-11-22 19:25:00 INFO  UpdateChecker:98 - New update(s) found: 2.4.7 [http://www.terracotta.org/confluence/display/release/Release+Notes+Ehcache+Core+2.4]. Please check http://ehcache.org for the latest version.
2016-11-22 19:26:14 INFO  JdbcUserDetailsManager:130 - No authentication manager set. Reauthentication of users when changing passwords will not be performed.
2016-11-22 19:26:14 INFO  DefaultSecurityFilterChain:28 - Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.SecurityContextPersistenceFilter@343d1d25, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@762da62b, org.springframework.security.web.authentication.logout.LogoutFilter@e5c5e6, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@76dc36e5, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@2a54c92e, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@31533eb1, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1fb71788, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@8cb7185, org.springframework.security.web.session.SessionManagementFilter@4dac40b, org.springframework.security.web.access.ExceptionTranslationFilter@2c54c497, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@b788dc2]
2016-11-22 19:26:14 INFO  DefaultFilterChainValidator:124 - Checking whether login URL '/login' is accessible with your configuration
2016-11-22 19:26:16 INFO  ContextLoader:325 - Root WebApplicationContext: initialization completed in 90102 ms
2016-11-22 19:26:17 INFO  DispatcherServlet:484 - FrameworkServlet 'dispatcherServlet': initialization started
2016-11-22 19:26:17 INFO  XmlWebApplicationContext:510 - Refreshing WebApplicationContext for namespace 'dispatcherServlet-servlet': startup date [Tue Nov 22 19:26:17 CET 2016]; parent: Root WebApplicationContext
2016-11-22 19:26:17 INFO  XmlBeanDefinitionReader:317 - Loading XML bean definitions from ServletContext resource [/WEB-INF/config/springMVC.xml]
2016-11-22 19:26:18 INFO  AutowiredAnnotationBeanPostProcessor:153 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2016-11-22 19:26:18 INFO  PostProcessorRegistrationDelegate$BeanPostProcessorChecker:309 - Bean 'org.springframework.scheduling.annotation.SchedulingConfiguration' of type [class org.springframework.scheduling.annotation.SchedulingConfiguration$$EnhancerBySpringCGLIB$$91eacdf5] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/myRooms],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.AdController.myRooms(java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/ad],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.AdController.messageSent(long,ch.unibe.ese.team6.controller.pojos.forms.MessageForm,org.springframework.validation.BindingResult)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/bookmark],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public int ch.unibe.ese.team6.controller.AdController.isBookmarked(long,boolean,boolean,java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/ad],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.AdController.ad(long,java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/alerts],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.AlertController.alerts(java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/alerts],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.AlertController.savedAlert(java.security.Principal,ch.unibe.ese.team6.controller.pojos.forms.AlertForm,org.springframework.validation.BindingResult)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/alerts/deleteAlert],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void ch.unibe.ese.team6.controller.AlertController.deleteAlert(long)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/ad/makeBid],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void ch.unibe.ese.team6.controller.AuctionController.makeBid(java.lang.Integer,long,java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/instantBuy],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void ch.unibe.ese.team6.controller.AuctionController.instantBuy(long,java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/editAd/deleteRoommate],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void ch.unibe.ese.team6.controller.EditAdController.deleteRoommate(long,long)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/editAd/uploadPictures],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.String ch.unibe.ese.team6.controller.EditAdController.uploadPictures(org.springframework.web.multipart.MultipartHttpServletRequest)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/editAd],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.EditAdController.editAdPage(long,java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/editAd/deletePicture],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void ch.unibe.ese.team6.controller.EditAdController.deleteUploadedPicture(java.lang.String)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/editAd/deletePictureFromAd],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void ch.unibe.ese.team6.controller.EditAdController.deletePictureFromAd(long,long)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/editAd/getUploadedPictures],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.util.List<ch.unibe.ese.team6.model.util.PictureMeta> ch.unibe.ese.team6.controller.EditAdController.getUploadedPictures()
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/editAd],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.EditAdController.editAdPageWithForm(ch.unibe.ese.team6.controller.pojos.forms.PlaceAdForm,org.springframework.validation.BindingResult,java.security.Principal,org.springframework.web.servlet.mvc.support.RedirectAttributes,long)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/enquiries/reopenEnquiry],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void ch.unibe.ese.team6.controller.EnquiryController.reopenEnquiry(long)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/ratingFor],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public int ch.unibe.ese.team6.controller.EnquiryController.ratingFor(java.security.Principal,long)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/enquiries/declineEnquiry],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void ch.unibe.ese.team6.controller.EnquiryController.declineEnquiry(long)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/rateUser],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void ch.unibe.ese.team6.controller.EnquiryController.rateUser(java.security.Principal,long,int)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/enquiries],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.EnquiryController.enquiriesPage(java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/enquiries/acceptEnquiry],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void ch.unibe.ese.team6.controller.EnquiryController.acceptEnquiry(long)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/enquiries/sendEnquiryForVisit],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void ch.unibe.ese.team6.controller.EnquiryController.sendEnquiryForVisit(long,java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.IndexController.index()
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/about],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.IndexController.about()
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/disclaimer],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.IndexController.disclaimer()
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/messages/getMessage],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public ch.unibe.ese.team6.model.Message ch.unibe.ese.team6.controller.MessageController.getMessage(java.lang.Long)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/unread],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public int ch.unibe.ese.team6.controller.MessageController.unread(java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/messages],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.MessageController.messages(java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/messages],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.MessageController.messageSent(ch.unibe.ese.team6.controller.pojos.forms.MessageForm,org.springframework.validation.BindingResult,java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/message/inbox],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Iterable<ch.unibe.ese.team6.model.Message> ch.unibe.ese.team6.controller.MessageController.getInbox(java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/message/sent],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Iterable<ch.unibe.ese.team6.model.Message> ch.unibe.ese.team6.controller.MessageController.getSent(java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/readMessage],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void ch.unibe.ese.team6.controller.MessageController.readMessage(long)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/messages/sendMessage],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void ch.unibe.ese.team6.controller.MessageController.sendMessage(java.lang.String,java.lang.String,java.lang.String,java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/messages/validateEmail],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.String ch.unibe.ese.team6.controller.MessageController.validateEmail(java.lang.String)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/placeAd],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.PlaceAdController.create(ch.unibe.ese.team6.controller.pojos.forms.PlaceAdForm,org.springframework.validation.BindingResult,org.springframework.web.servlet.mvc.support.RedirectAttributes,java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/placeAd],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.PlaceAdController.placeAd() throws java.io.IOException
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/placeAd/uploadPictures],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.String ch.unibe.ese.team6.controller.PlaceAdController.uploadPictures(org.springframework.web.multipart.MultipartHttpServletRequest)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/placeAd/validateEmail],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.String ch.unibe.ese.team6.controller.PlaceAdController.validateEmail(java.lang.String,java.lang.String)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/placeAd/deletePicture],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void ch.unibe.ese.team6.controller.PlaceAdController.deleteUploadedPicture(java.lang.String)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/placeAd/getUploadedPictures],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.util.List<ch.unibe.ese.team6.model.util.PictureMeta> ch.unibe.ese.team6.controller.PlaceAdController.getUploadedPictures()
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/login],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.ProfileController.loginPage()
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/schedule],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.ProfileController.schedule(java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/user],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.ProfileController.user(long,java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/visitors],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.ProfileController.visitors(long)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/signup],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.ProfileController.signupPage()
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/editProfile],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.ProfileController.editProfilePage(java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/signup],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.ProfileController.signupResultPage(ch.unibe.ese.team6.controller.pojos.forms.SignupForm,org.springframework.validation.BindingResult)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/signup/doesEmailExist],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public boolean ch.unibe.ese.team6.controller.ProfileController.doesEmailExist(java.lang.String)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/profile/editProfile],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.ProfileController.editProfileResultPage(ch.unibe.ese.team6.controller.pojos.forms.EditProfileForm,org.springframework.validation.BindingResult,java.security.Principal)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/results],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.SearchController.results(ch.unibe.ese.team6.controller.pojos.forms.SearchForm,org.springframework.validation.BindingResult)
2016-11-22 19:26:19 INFO  RequestMappingHandlerMapping:220 - Mapped "{[/searchAd],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.web.servlet.ModelAndView ch.unibe.ese.team6.controller.SearchController.searchAd()
2016-11-22 19:26:22 INFO  RequestMappingHandlerAdapter:523 - Looking for @ControllerAdvice: WebApplicationContext for namespace 'dispatcherServlet-servlet': startup date [Tue Nov 22 19:26:17 CET 2016]; parent: Root WebApplicationContext
2016-11-22 19:26:22 INFO  RequestMappingHandlerAdapter:523 - Looking for @ControllerAdvice: WebApplicationContext for namespace 'dispatcherServlet-servlet': startup date [Tue Nov 22 19:26:17 CET 2016]; parent: Root WebApplicationContext
2016-11-22 19:27:04 INFO  SimpleUrlHandlerMapping:315 - Mapped URL path [/**] onto handler 'org.springframework.web.servlet.resource.DefaultServletHttpRequestHandler#0'
2016-11-22 19:27:04 INFO  SimpleUrlHandlerMapping:315 - Mapped URL path [/assets/**] onto handler 'org.springframework.web.servlet.resource.ResourceHttpRequestHandler#0'
2016-11-22 19:27:04 INFO  SimpleUrlHandlerMapping:315 - Mapped URL path [/css/**] onto handler 'org.springframework.web.servlet.resource.ResourceHttpRequestHandler#1'
2016-11-22 19:27:04 INFO  SimpleUrlHandlerMapping:315 - Mapped URL path [/img/**] onto handler 'org.springframework.web.servlet.resource.ResourceHttpRequestHandler#2'
2016-11-22 19:27:04 INFO  SimpleUrlHandlerMapping:315 - Mapped URL path [/js/**] onto handler 'org.springframework.web.servlet.resource.ResourceHttpRequestHandler#3'
2016-11-22 19:27:04 INFO  DispatcherServlet:503 - FrameworkServlet 'dispatcherServlet': initialization completed in 47269 ms
